product_name,category,price,date_sold,discount,quantity
Glass Cleaner,Cleaning Supplies,152.23,2025-06-04,0.12,12
Greek Yogurt,Dairy & Eggs,188.02,2025-02-19,0.32,10
Toothpaste,Personal Care,156.24,2025-03-09,0.03,10
Glass Cleaner,Cleaning Supplies,92.39,2025-02-17,0.19,13
Trail Mix,Snacks & Sweets,113.95,2025-02-05,0.03,9
Fresh Milk,Dairy & Eggs,172.06,2025-05-28,0.31,19
Glass Cleaner,Cleaning Supplies,17.82,2025-02-03,0.08,13
Canned Beans,Pantry Staples,34.02,2025-05-10,0.2,17
Teething Gel,Baby Products,104.01,2025-05-07,0.27,11
Diapers,Baby Products,148.92,2025-07-20,0.11,18
Infant Formula,Baby Products,50.19,2025-06-03,0.12,9
Canned Beans,Pantry Staples,27.48,2025-07-18,0.18,9
Body Lotion,Personal Care,163.03,2025-04-05,0.11,4
Baby Shampoo,Baby Products,48.09,2025-03-11,0.07,5
White Sugar,Pantry Staples,9.58,2025-05-21,0.06,19
Liquid Detergent,Cleaning Supplies,139.24,2025-02-17,0.15,2
Organic Eggs,Dairy & Eggs,133.04,2025-02-22,0.13,2
Body Lotion,Personal Care,27.48,2025-05-01,0.31,13
Body Lotion,Personal Care,21.74,2025-03-18,0.21,3
Chocolate Bar,Snacks & Sweets,32.72,2025-03-17,0.06,20
Cheddar Cheese,Dairy & Eggs,167.0,2025-06-01,0.27,19
Baby Wipes,Baby Products,128.44,2025-05-27,0.14,3
Scrub Sponge,Cleaning Supplies,68.85,2025-04-12,0.06,11
Gummy Bears,Snacks & Sweets,99.34,2025-02-08,0.26,3
Baby Shampoo,Baby Products,47.07,2025-05-18,0.31,16
Biscuits,Snacks & Sweets,192.05,2025-04-05,0.21,11
Canned Beans,Pantry Staples,11.3,2025-03-24,0.06,16
Baby Wipes,Baby Products,33.87,2025-06-06,0.1,16
Biscuits,Snacks & Sweets,123.59,2025-04-09,0.03,14
Face Wash,Personal Care,146.41,2025-03-14,0.1,1
Toothpaste,Personal Care,170.85,2025-03-11,0.19,17
Chocolate Bar,Snacks & Sweets,10.46,2025-02-10,0.23,3
Teething Gel,Baby Products,136.95,2025-03-29,0.21,9
Organic Eggs,Dairy & Eggs,119.02,2025-07-19,0.22,8
Face Wash,Personal Care,5.48,2025-05-13,0.25,11
Deodorant,Personal Care,136.22,2025-06-12,0.26,11
Potato Chips,Snacks & Sweets,192.37,2025-07-07,0.12,7
Teething Gel,Baby Products,41.18,2025-05-23,0.3,7
Face Wash,Personal Care,183.85,2025-03-24,0.1,2
Gummy Bears,Snacks & Sweets,69.88,2025-02-25,0.3,17
Baby Wipes,Baby Products,17.62,2025-02-08,0.11,10
Fresh Milk,Dairy & Eggs,75.81,2025-04-25,0.09,18
Bleach,Cleaning Supplies,73.68,2025-07-05,0.31,16
Toothpaste,Personal Care,87.65,2025-03-15,0.23,10
Scrub Sponge,Cleaning Supplies,3.35,2025-05-31,0.29,7
White Sugar,Pantry Staples,62.01,2025-04-18,0.14,7
Baby Shampoo,Baby Products,95.92,2025-02-15,0.19,1
Salted Butter,Dairy & Eggs,56.97,2025-01-26,0.25,12
Face Wash,Personal Care,50.65,2025-04-17,0.18,3
Infant Formula,Baby Products,138.2,2025-03-11,0.02,13
Fresh Milk,Dairy & Eggs,132.62,2025-07-10,0.14,20
Body Lotion,Personal Care,131.37,2025-01-29,0.24,7
Teething Gel,Baby Products,130.27,2025-05-20,0.17,13
Trail Mix,Snacks & Sweets,197.53,2025-05-02,0.1,17
Face Wash,Personal Care,190.54,2025-06-17,0.15,1
Salted Butter,Dairy & Eggs,80.63,2025-04-27,0.31,5
Sunflower Oil,Pantry Staples,34.35,2025-04-01,0.21,7
Diapers,Baby Products,42.82,2025-02-24,0.14,12
Shampoo,Personal Care,44.5,2025-03-06,0.06,16
White Sugar,Pantry Staples,103.66,2025-07-16,0.21,2
Canned Beans,Pantry Staples,29.42,2025-07-05,0.34,16
Potato Chips,Snacks & Sweets,157.13,2025-06-19,0.28,11
Organic Eggs,Dairy & Eggs,17.01,2025-02-15,0.26,3
Trail Mix,Snacks & Sweets,53.71,2025-04-13,0.21,13
Scrub Sponge,Cleaning Supplies,14.91,2025-04-09,0.3,16
Salted Butter,Dairy & Eggs,92.54,2025-06-23,0.05,11
Disinfectant Spray,Cleaning Supplies,30.08,2025-01-24,0.06,7
Cheddar Cheese,Dairy & Eggs,157.13,2025-06-26,0.26,10
Shampoo,Personal Care,50.51,2025-07-12,0.27,20
Pasta,Pantry Staples,192.84,2025-03-19,0.06,14
Infant Formula,Baby Products,53.28,2025-05-05,0.22,13
Liquid Detergent,Cleaning Supplies,88.72,2025-04-19,0.03,15
Scrub Sponge,Cleaning Supplies,69.17,2025-06-14,0.26,19
Scrub Sponge,Cleaning Supplies,126.96,2025-06-16,0.12,9
Cheddar Cheese,Dairy & Eggs,194.52,2025-03-03,0.18,8
Gummy Bears,Snacks & Sweets,65.81,2025-03-26,0.07,20
Diapers,Baby Products,63.64,2025-02-24,0.28,6
Baby Shampoo,Baby Products,108.76,2025-01-27,0.21,9
Toothpaste,Personal Care,24.53,2025-04-01,0.34,8
Liquid Detergent,Cleaning Supplies,78.73,2025-04-10,0.09,18
Potato Chips,Snacks & Sweets,91.34,2025-02-28,0.08,3
Baby Wipes,Baby Products,87.8,2025-04-17,0.08,8
Cheddar Cheese,Dairy & Eggs,19.36,2025-02-03,0.1,11
Baby Shampoo,Baby Products,22.1,2025-03-25,0.31,2
Body Lotion,Personal Care,163.45,2025-03-26,0.22,20
Trail Mix,Snacks & Sweets,121.46,2025-02-01,0.21,5
Organic Eggs,Dairy & Eggs,132.74,2025-03-12,0.14,13
Face Wash,Personal Care,163.89,2025-03-12,0.16,11
Baby Shampoo,Baby Products,26.41,2025-03-31,0.18,1
Infant Formula,Baby Products,83.76,2025-05-05,0.05,5
Organic Eggs,Dairy & Eggs,183.47,2025-05-18,0.27,7
Organic Eggs,Dairy & Eggs,3.78,2025-06-24,0.24,5
Biscuits,Snacks & Sweets,97.51,2025-02-26,0.11,10
Infant Formula,Baby Products,189.23,2025-03-15,0.13,16
Teething Gel,Baby Products,119.76,2025-06-22,0.12,17
Cheddar Cheese,Dairy & Eggs,35.88,2025-06-07,0.11,16
Face Wash,Personal Care,128.4,2025-01-26,0.03,8
Teething Gel,Baby Products,183.1,2025-06-04,0.25,4
Sunflower Oil,Pantry Staples,81.3,2025-03-25,0.04,1
All-Purpose Flour,Pantry Staples,59.47,2025-03-09,0.33,9
Liquid Detergent,Cleaning Supplies,73.44,2025-01-29,0.13,17
Canned Beans,Pantry Staples,164.71,2025-04-30,0.03,12
Disinfectant Spray,Cleaning Supplies,141.09,2025-07-23,0.2,19
Salted Butter,Dairy & Eggs,114.56,2025-03-30,0.35,20
Toothpaste,Personal Care,94.17,2025-02-10,0.1,14
Teething Gel,Baby Products,108.03,2025-07-02,0.01,14
Liquid Detergent,Cleaning Supplies,37.46,2025-07-20,0.21,10
Shampoo,Personal Care,157.31,2025-03-19,0.33,1
Infant Formula,Baby Products,67.35,2025-06-13,0.13,5
Disinfectant Spray,Cleaning Supplies,47.71,2025-07-15,0.14,1
Disinfectant Spray,Cleaning Supplies,58.07,2025-05-09,0.07,14
Liquid Detergent,Cleaning Supplies,45.42,2025-06-08,0.26,8
Diapers,Baby Products,120.68,2025-02-16,0.22,8
Deodorant,Personal Care,90.81,2025-03-14,0.07,17
Teething Gel,Baby Products,147.09,2025-05-12,0.06,13
Glass Cleaner,Cleaning Supplies,110.25,2025-06-14,0.29,18
Potato Chips,Snacks & Sweets,3.72,2025-04-12,0.04,13
Shampoo,Personal Care,70.43,2025-05-17,0.17,15
Body Lotion,Personal Care,150.09,2025-04-18,0.33,8
Pasta,Pantry Staples,42.99,2025-03-18,0.33,20
Potato Chips,Snacks & Sweets,150.43,2025-07-03,0.2,7
Sunflower Oil,Pantry Staples,111.84,2025-05-26,0.08,12
Canned Beans,Pantry Staples,94.37,2025-01-30,0.02,6
Chocolate Bar,Snacks & Sweets,91.67,2025-04-29,0.06,1
Pasta,Pantry Staples,198.05,2025-05-14,0.16,20
Salted Butter,Dairy & Eggs,30.31,2025-07-14,0.32,8
Diapers,Baby Products,31.46,2025-03-21,0.12,11
Biscuits,Snacks & Sweets,9.25,2025-04-14,0.03,2
Body Lotion,Personal Care,32.0,2025-04-26,0.13,2
Fresh Milk,Dairy & Eggs,112.48,2025-05-16,0.0,20
Body Lotion,Personal Care,179.99,2025-06-30,0.09,6
Cheddar Cheese,Dairy & Eggs,31.16,2025-01-25,0.2,3
Baby Shampoo,Baby Products,50.19,2025-01-29,0.21,8
Liquid Detergent,Cleaning Supplies,64.32,2025-05-13,0.03,7
All-Purpose Flour,Pantry Staples,135.01,2025-04-02,0.34,15
Fresh Milk,Dairy & Eggs,127.22,2025-02-14,0.23,2
White Sugar,Pantry Staples,10.28,2025-05-18,0.13,15
Cheddar Cheese,Dairy & Eggs,152.75,2025-02-26,0.08,9
Trail Mix,Snacks & Sweets,41.29,2025-01-26,0.25,13
Salted Butter,Dairy & Eggs,51.58,2025-03-22,0.32,1
Baby Shampoo,Baby Products,154.76,2025-06-01,0.12,20
Trail Mix,Snacks & Sweets,38.87,2025-03-11,0.27,20
Scrub Sponge,Cleaning Supplies,174.66,2025-06-10,0.03,10
Fresh Milk,Dairy & Eggs,197.25,2025-02-25,0.21,10
Gummy Bears,Snacks & Sweets,168.09,2025-04-22,0.32,18
Potato Chips,Snacks & Sweets,79.67,2025-03-16,0.15,7
Diapers,Baby Products,174.69,2025-05-28,0.17,18
White Sugar,Pantry Staples,94.59,2025-05-27,0.2,7
Face Wash,Personal Care,23.89,2025-04-07,0.25,13
Scrub Sponge,Cleaning Supplies,78.43,2025-04-09,0.11,12
All-Purpose Flour,Pantry Staples,132.18,2025-05-04,0.16,3
Fresh Milk,Dairy & Eggs,8.65,2025-03-28,0.08,15
Diapers,Baby Products,36.27,2025-01-31,0.2,15
Biscuits,Snacks & Sweets,199.82,2025-03-08,0.33,18
Sunflower Oil,Pantry Staples,62.83,2025-07-10,0.07,20
Glass Cleaner,Cleaning Supplies,63.07,2025-06-03,0.19,15
Baby Wipes,Baby Products,134.89,2025-04-18,0.08,9
Chocolate Bar,Snacks & Sweets,188.64,2025-03-04,0.33,7
Trail Mix,Snacks & Sweets,81.77,2025-06-23,0.08,16
Salted Butter,Dairy & Eggs,92.07,2025-06-25,0.23,9
Greek Yogurt,Dairy & Eggs,171.99,2025-01-31,0.29,16
Shampoo,Personal Care,167.99,2025-02-09,0.26,8
Diapers,Baby Products,189.21,2025-05-01,0.32,1
Biscuits,Snacks & Sweets,160.66,2025-01-23,0.04,1
Bleach,Cleaning Supplies,168.88,2025-06-13,0.29,3
Pasta,Pantry Staples,168.08,2025-03-31,0.16,8
Salted Butter,Dairy & Eggs,31.06,2025-04-15,0.26,20
Bleach,Cleaning Supplies,104.72,2025-02-21,0.32,18
Salted Butter,Dairy & Eggs,23.43,2025-06-16,0.35,1
Face Wash,Personal Care,81.76,2025-06-02,0.17,6
Potato Chips,Snacks & Sweets,80.47,2025-06-14,0.15,5
Face Wash,Personal Care,181.7,2025-03-09,0.24,6
Baby Wipes,Baby Products,45.62,2025-02-06,0.02,6
Potato Chips,Snacks & Sweets,63.85,2025-03-15,0.08,20
White Sugar,Pantry Staples,181.81,2025-05-22,0.04,14
All-Purpose Flour,Pantry Staples,29.96,2025-04-11,0.06,11
Pasta,Pantry Staples,74.49,2025-02-26,0.32,3
Salted Butter,Dairy & Eggs,13.18,2025-02-08,0.12,14
Body Lotion,Personal Care,100.8,2025-03-01,0.01,20
Baby Shampoo,Baby Products,99.07,2025-06-26,0.33,6
Shampoo,Personal Care,28.48,2025-06-02,0.19,11
All-Purpose Flour,Pantry Staples,20.7,2025-06-20,0.02,15
Potato Chips,Snacks & Sweets,84.87,2025-06-04,0.25,2
Greek Yogurt,Dairy & Eggs,62.7,2025-07-08,0.3,10
Sunflower Oil,Pantry Staples,122.51,2025-04-06,0.18,3
Disinfectant Spray,Cleaning Supplies,151.51,2025-04-19,0.21,16
Face Wash,Personal Care,177.32,2025-06-17,0.2,9
Pasta,Pantry Staples,5.6,2025-05-05,0.23,20
Disinfectant Spray,Cleaning Supplies,23.07,2025-07-03,0.15,13
Sunflower Oil,Pantry Staples,179.98,2025-02-17,0.34,17
Fresh Milk,Dairy & Eggs,172.08,2025-05-09,0.2,4
Shampoo,Personal Care,129.25,2025-02-13,0.08,18
Toothpaste,Personal Care,92.85,2025-07-08,0.11,2
Scrub Sponge,Cleaning Supplies,64.59,2025-06-22,0.1,11
Diapers,Baby Products,182.26,2025-05-12,0.29,3
Toothpaste,Personal Care,4.42,2025-02-18,0.15,1
Deodorant,Personal Care,43.01,2025-02-06,0.19,1
Shampoo,Personal Care,134.44,2025-07-19,0.33,10
Organic Eggs,Dairy & Eggs,75.16,2025-05-14,0.24,11
All-Purpose Flour,Pantry Staples,25.51,2025-06-30,0.19,9
Sunflower Oil,Pantry Staples,57.97,2025-04-16,0.32,13
Greek Yogurt,Dairy & Eggs,32.13,2025-07-14,0.04,20
Baby Shampoo,Baby Products,105.42,2025-07-14,0.35,20
Liquid Detergent,Cleaning Supplies,187.57,2025-05-04,0.08,7
Glass Cleaner,Cleaning Supplies,34.04,2025-02-07,0.04,6
Canned Beans,Pantry Staples,148.52,2025-02-10,0.07,14
Organic Eggs,Dairy & Eggs,8.37,2025-06-16,0.22,17
Trail Mix,Snacks & Sweets,119.17,2025-07-07,0.19,13
Body Lotion,Personal Care,39.81,2025-04-16,0.3,12
Organic Eggs,Dairy & Eggs,23.26,2025-06-03,0.06,19
Fresh Milk,Dairy & Eggs,34.88,2025-05-24,0.15,19
Deodorant,Personal Care,77.64,2025-06-01,0.04,11
Face Wash,Personal Care,14.19,2025-07-17,0.02,20
Scrub Sponge,Cleaning Supplies,35.69,2025-03-28,0.25,8
Body Lotion,Personal Care,176.38,2025-04-16,0.24,9
Fresh Milk,Dairy & Eggs,101.89,2025-02-10,0.32,6
Bleach,Cleaning Supplies,149.27,2025-02-07,0.08,20
Pasta,Pantry Staples,144.53,2025-02-22,0.11,11
Salted Butter,Dairy & Eggs,116.4,2025-04-10,0.15,5
Greek Yogurt,Dairy & Eggs,156.27,2025-04-21,0.31,1
Diapers,Baby Products,110.36,2025-02-22,0.27,13
Potato Chips,Snacks & Sweets,18.51,2025-07-18,0.12,19
Pasta,Pantry Staples,130.33,2025-05-02,0.31,14
Fresh Milk,Dairy & Eggs,112.34,2025-02-16,0.14,11
Sunflower Oil,Pantry Staples,102.17,2025-05-30,0.07,19
Salted Butter,Dairy & Eggs,91.61,2025-05-21,0.19,13
Gummy Bears,Snacks & Sweets,97.43,2025-03-24,0.35,8
All-Purpose Flour,Pantry Staples,78.46,2025-05-11,0.16,17
Salted Butter,Dairy & Eggs,166.51,2025-06-23,0.08,1
Baby Shampoo,Baby Products,10.91,2025-03-28,0.34,8
Chocolate Bar,Snacks & Sweets,45.63,2025-06-22,0.13,4
Diapers,Baby Products,199.56,2025-07-03,0.19,6
Liquid Detergent,Cleaning Supplies,134.56,2025-06-06,0.14,6
Fresh Milk,Dairy & Eggs,180.01,2025-06-16,0.24,4
Gummy Bears,Snacks & Sweets,35.02,2025-06-02,0.29,8
Glass Cleaner,Cleaning Supplies,32.02,2025-03-03,0.29,4
Bleach,Cleaning Supplies,108.99,2025-07-12,0.05,18
Baby Wipes,Baby Products,106.89,2025-03-09,0.16,8
Pasta,Pantry Staples,96.61,2025-04-16,0.11,10
Toothpaste,Personal Care,54.87,2025-06-29,0.19,4
Potato Chips,Snacks & Sweets,28.85,2025-02-19,0.01,10
All-Purpose Flour,Pantry Staples,110.64,2025-02-21,0.27,5
Teething Gel,Baby Products,119.69,2025-07-04,0.01,17
Salted Butter,Dairy & Eggs,178.89,2025-06-28,0.29,9
Sunflower Oil,Pantry Staples,184.56,2025-07-14,0.14,10
Diapers,Baby Products,18.69,2025-06-05,0.18,19
Baby Wipes,Baby Products,173.28,2025-02-16,0.17,4
Shampoo,Personal Care,95.23,2025-04-01,0.13,3
Cheddar Cheese,Dairy & Eggs,30.15,2025-05-07,0.01,11
Liquid Detergent,Cleaning Supplies,53.58,2025-05-29,0.1,18
Trail Mix,Snacks & Sweets,172.15,2025-04-22,0.31,8
Chocolate Bar,Snacks & Sweets,124.54,2025-07-06,0.12,15
Baby Shampoo,Baby Products,58.49,2025-01-24,0.15,12
Pasta,Pantry Staples,17.91,2025-07-10,0.31,7
Infant Formula,Baby Products,136.52,2025-03-10,0.15,4
Bleach,Cleaning Supplies,108.27,2025-05-28,0.26,17
Shampoo,Personal Care,168.64,2025-05-24,0.03,3
Infant Formula,Baby Products,112.49,2025-06-18,0.33,11
Toothpaste,Personal Care,15.72,2025-05-16,0.24,1
Chocolate Bar,Snacks & Sweets,14.69,2025-02-28,0.01,2
Baby Wipes,Baby Products,49.21,2025-04-21,0.12,14
Body Lotion,Personal Care,117.87,2025-02-11,0.28,2
Baby Shampoo,Baby Products,58.96,2025-03-13,0.31,3
Baby Shampoo,Baby Products,63.65,2025-06-13,0.32,14
Body Lotion,Personal Care,15.05,2025-02-01,0.02,12
Disinfectant Spray,Cleaning Supplies,132.57,2025-07-12,0.31,2
Trail Mix,Snacks & Sweets,43.28,2025-06-02,0.16,17
Shampoo,Personal Care,9.98,2025-04-17,0.24,16
Disinfectant Spray,Cleaning Supplies,107.49,2025-03-19,0.3,18
Teething Gel,Baby Products,32.79,2025-06-11,0.34,20
Chocolate Bar,Snacks & Sweets,93.21,2025-04-06,0.27,2
Greek Yogurt,Dairy & Eggs,64.07,2025-07-09,0.04,10
Salted Butter,Dairy & Eggs,79.85,2025-04-25,0.2,8
Salted Butter,Dairy & Eggs,118.62,2025-05-15,0.27,3
Bleach,Cleaning Supplies,19.65,2025-04-27,0.07,3
White Sugar,Pantry Staples,11.35,2025-02-11,0.17,14
Greek Yogurt,Dairy & Eggs,180.31,2025-04-27,0.18,12
Toothpaste,Personal Care,11.14,2025-06-14,0.06,14
Greek Yogurt,Dairy & Eggs,133.97,2025-06-02,0.15,18
Pasta,Pantry Staples,17.11,2025-03-04,0.33,2
Baby Wipes,Baby Products,6.95,2025-04-29,0.32,17
Potato Chips,Snacks & Sweets,3.43,2025-04-25,0.34,20
Bleach,Cleaning Supplies,170.69,2025-06-02,0.31,7
Body Lotion,Personal Care,128.19,2025-03-26,0.16,3
Shampoo,Personal Care,71.07,2025-07-08,0.13,7
Infant Formula,Baby Products,120.66,2025-04-08,0.09,17
Cheddar Cheese,Dairy & Eggs,27.38,2025-03-02,0.28,2
Body Lotion,Personal Care,94.98,2025-05-15,0.29,17
Greek Yogurt,Dairy & Eggs,136.63,2025-02-24,0.02,4
Bleach,Cleaning Supplies,30.85,2025-05-17,0.31,4
Trail Mix,Snacks & Sweets,195.44,2025-04-11,0.25,8
Glass Cleaner,Cleaning Supplies,34.25,2025-05-22,0.17,8
Glass Cleaner,Cleaning Supplies,37.17,2025-04-13,0.05,3
Liquid Detergent,Cleaning Supplies,84.92,2025-01-24,0.23,14
Sunflower Oil,Pantry Staples,22.02,2025-05-27,0.35,6
Infant Formula,Baby Products,70.78,2025-03-02,0.35,6
Gummy Bears,Snacks & Sweets,43.22,2025-06-21,0.11,14
Greek Yogurt,Dairy & Eggs,62.19,2025-03-23,0.16,8
Gummy Bears,Snacks & Sweets,162.05,2025-06-07,0.1,7
Deodorant,Personal Care,17.91,2025-01-25,0.28,17
Fresh Milk,Dairy & Eggs,98.45,2025-04-17,0.14,18
Glass Cleaner,Cleaning Supplies,185.78,2025-07-13,0.16,9
Potato Chips,Snacks & Sweets,90.78,2025-02-03,0.19,17
Body Lotion,Personal Care,31.15,2025-06-13,0.22,9
Trail Mix,Snacks & Sweets,60.96,2025-06-22,0.21,5
Diapers,Baby Products,192.43,2025-07-04,0.28,9
All-Purpose Flour,Pantry Staples,37.81,2025-02-25,0.09,8
Organic Eggs,Dairy & Eggs,176.39,2025-07-09,0.33,12
Sunflower Oil,Pantry Staples,189.29,2025-07-16,0.32,15
Greek Yogurt,Dairy & Eggs,29.55,2025-03-25,0.01,15
White Sugar,Pantry Staples,199.21,2025-02-02,0.27,16
Trail Mix,Snacks & Sweets,144.82,2025-05-28,0.2,5
Bleach,Cleaning Supplies,199.88,2025-05-29,0.15,17
Teething Gel,Baby Products,198.55,2025-06-29,0.26,6
Shampoo,Personal Care,139.23,2025-04-01,0.26,11
Deodorant,Personal Care,48.69,2025-02-07,0.13,16
Pasta,Pantry Staples,28.49,2025-03-07,0.01,19
Body Lotion,Personal Care,62.85,2025-06-09,0.09,12
Baby Shampoo,Baby Products,77.33,2025-04-19,0.1,10
White Sugar,Pantry Staples,3.45,2025-04-25,0.31,11
Biscuits,Snacks & Sweets,177.88,2025-05-20,0.02,9
Greek Yogurt,Dairy & Eggs,84.38,2025-06-30,0.01,13
Organic Eggs,Dairy & Eggs,157.39,2025-02-18,0.26,16
Glass Cleaner,Cleaning Supplies,43.29,2025-07-15,0.32,9
Trail Mix,Snacks & Sweets,108.63,2025-04-18,0.13,7
Biscuits,Snacks & Sweets,95.4,2025-05-13,0.27,16
Gummy Bears,Snacks & Sweets,102.11,2025-03-18,0.27,15
Face Wash,Personal Care,155.51,2025-05-18,0.0,7
Deodorant,Personal Care,26.34,2025-05-18,0.2,15
Disinfectant Spray,Cleaning Supplies,171.11,2025-06-28,0.13,5
White Sugar,Pantry Staples,75.02,2025-03-22,0.15,5
Baby Shampoo,Baby Products,153.78,2025-06-04,0.17,4
Greek Yogurt,Dairy & Eggs,56.06,2025-06-25,0.11,3
Teething Gel,Baby Products,5.77,2025-02-26,0.1,13
Bleach,Cleaning Supplies,51.05,2025-03-15,0.26,3
Teething Gel,Baby Products,123.63,2025-03-10,0.01,20
Potato Chips,Snacks & Sweets,41.81,2025-03-04,0.32,8
Cheddar Cheese,Dairy & Eggs,93.03,2025-03-06,0.2,9
Disinfectant Spray,Cleaning Supplies,11.45,2025-07-20,0.15,18
Greek Yogurt,Dairy & Eggs,118.26,2025-04-19,0.05,15
Shampoo,Personal Care,102.3,2025-06-22,0.11,6
White Sugar,Pantry Staples,179.97,2025-04-09,0.16,10
Face Wash,Personal Care,115.46,2025-02-01,0.08,15
Cheddar Cheese,Dairy & Eggs,164.28,2025-05-07,0.05,16
Cheddar Cheese,Dairy & Eggs,35.97,2025-05-24,0.12,8
White Sugar,Pantry Staples,84.44,2025-07-15,0.23,18
Gummy Bears,Snacks & Sweets,141.08,2025-02-12,0.2,12
Scrub Sponge,Cleaning Supplies,156.19,2025-03-12,0.33,3
Face Wash,Personal Care,13.14,2025-02-16,0.03,20
Infant Formula,Baby Products,19.17,2025-03-08,0.06,2
Organic Eggs,Dairy & Eggs,107.38,2025-05-23,0.13,8
Pasta,Pantry Staples,43.38,2025-03-28,0.31,8
Baby Wipes,Baby Products,110.98,2025-04-21,0.08,15
Sunflower Oil,Pantry Staples,105.11,2025-03-05,0.21,11
Liquid Detergent,Cleaning Supplies,13.74,2025-05-30,0.04,12
Gummy Bears,Snacks & Sweets,78.06,2025-03-25,0.26,3
Potato Chips,Snacks & Sweets,179.02,2025-04-27,0.34,17
Disinfectant Spray,Cleaning Supplies,149.59,2025-04-09,0.31,18
All-Purpose Flour,Pantry Staples,80.29,2025-04-19,0.22,8
Salted Butter,Dairy & Eggs,165.86,2025-07-05,0.04,19
Gummy Bears,Snacks & Sweets,197.58,2025-03-20,0.34,18
Face Wash,Personal Care,106.77,2025-03-05,0.29,15
Shampoo,Personal Care,23.08,2025-05-04,0.18,8
Potato Chips,Snacks & Sweets,143.29,2025-06-12,0.19,8
Cheddar Cheese,Dairy & Eggs,164.85,2025-05-18,0.06,17
Disinfectant Spray,Cleaning Supplies,73.09,2025-04-22,0.24,7
Infant Formula,Baby Products,162.69,2025-04-26,0.02,3
Organic Eggs,Dairy & Eggs,157.18,2025-06-20,0.14,8
Disinfectant Spray,Cleaning Supplies,123.29,2025-04-22,0.26,2
Toothpaste,Personal Care,167.0,2025-04-26,0.16,7
Infant Formula,Baby Products,152.91,2025-07-24,0.1,11
Gummy Bears,Snacks & Sweets,77.81,2025-03-02,0.13,5
Disinfectant Spray,Cleaning Supplies,118.34,2025-02-04,0.21,8
Greek Yogurt,Dairy & Eggs,134.07,2025-04-20,0.15,8
White Sugar,Pantry Staples,70.09,2025-05-15,0.03,8
Deodorant,Personal Care,50.16,2025-02-11,0.25,19
Face Wash,Personal Care,57.42,2025-07-14,0.3,18
Biscuits,Snacks & Sweets,168.06,2025-01-24,0.05,3
Infant Formula,Baby Products,74.62,2025-04-22,0.31,8
Organic Eggs,Dairy & Eggs,195.29,2025-04-26,0.11,15
Chocolate Bar,Snacks & Sweets,62.92,2025-04-07,0.31,1
Toothpaste,Personal Care,121.69,2025-03-14,0.11,12
Baby Wipes,Baby Products,64.71,2025-03-15,0.15,15
Body Lotion,Personal Care,95.91,2025-03-01,0.23,20
Trail Mix,Snacks & Sweets,156.71,2025-03-21,0.13,11
Organic Eggs,Dairy & Eggs,151.98,2025-03-12,0.03,15
All-Purpose Flour,Pantry Staples,154.94,2025-04-14,0.09,12
White Sugar,Pantry Staples,47.32,2025-04-30,0.32,19
Cheddar Cheese,Dairy & Eggs,163.02,2025-02-08,0.13,3
Biscuits,Snacks & Sweets,130.05,2025-07-09,0.26,4
Trail Mix,Snacks & Sweets,89.47,2025-05-15,0.04,7
Disinfectant Spray,Cleaning Supplies,91.26,2025-02-03,0.22,5
Deodorant,Personal Care,162.86,2025-03-12,0.05,5
Salted Butter,Dairy & Eggs,41.62,2025-03-26,0.05,15
Disinfectant Spray,Cleaning Supplies,93.01,2025-02-18,0.16,18
Chocolate Bar,Snacks & Sweets,119.56,2025-06-20,0.22,10
Face Wash,Personal Care,69.08,2025-04-11,0.05,12
Salted Butter,Dairy & Eggs,189.02,2025-02-10,0.29,14
Disinfectant Spray,Cleaning Supplies,15.01,2025-01-31,0.17,13
Baby Shampoo,Baby Products,160.56,2025-07-09,0.02,5
Chocolate Bar,Snacks & Sweets,194.37,2025-05-12,0.29,10
Sunflower Oil,Pantry Staples,140.69,2025-02-14,0.21,3
Baby Wipes,Baby Products,195.48,2025-04-10,0.27,4
Scrub Sponge,Cleaning Supplies,152.56,2025-07-23,0.32,16
Fresh Milk,Dairy & Eggs,186.06,2025-01-24,0.33,13
Baby Wipes,Baby Products,52.69,2025-06-14,0.24,3
Shampoo,Personal Care,84.18,2025-07-11,0.01,9
Scrub Sponge,Cleaning Supplies,177.4,2025-03-12,0.14,4
Shampoo,Personal Care,46.64,2025-03-04,0.27,16
Diapers,Baby Products,165.59,2025-02-08,0.22,4
Baby Shampoo,Baby Products,151.12,2025-04-13,0.15,13
Scrub Sponge,Cleaning Supplies,141.25,2025-05-26,0.07,1
Organic Eggs,Dairy & Eggs,89.99,2025-06-26,0.2,7
Cheddar Cheese,Dairy & Eggs,113.31,2025-05-27,0.05,12
Bleach,Cleaning Supplies,65.55,2025-02-26,0.07,15
Greek Yogurt,Dairy & Eggs,98.56,2025-03-01,0.3,18
Biscuits,Snacks & Sweets,53.54,2025-05-07,0.23,12
Gummy Bears,Snacks & Sweets,53.69,2025-03-23,0.03,16
Gummy Bears,Snacks & Sweets,176.17,2025-05-25,0.07,12
Chocolate Bar,Snacks & Sweets,79.28,2025-06-29,0.26,7
Trail Mix,Snacks & Sweets,36.88,2025-01-30,0.34,20
Deodorant,Personal Care,39.67,2025-02-03,0.19,13
Gummy Bears,Snacks & Sweets,16.6,2025-06-21,0.34,16
Salted Butter,Dairy & Eggs,154.86,2025-05-10,0.33,11
Teething Gel,Baby Products,138.45,2025-01-31,0.23,20
