sales_id,product_id,store_id,date_id,price,discount,quantity,product_name,category,store_name,city,date_sold,day,month,year,quarter,weekday,net_price,revenue
5768920,320,2,2025-03-09,132.08,0.19,2,Tomatoes,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-03-09,9,3,2025,1,Sunday,106.98480000000002,213.96960000000004
5768921,131,2,2025-04-15,250.79,0.13,11,Carrots,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-04-15,15,4,2025,2,Tuesday,218.1873,2400.0603
5768922,40,2,2025-06-27,258.81,0.04,13,Prawns,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-06-27,27,6,2025,2,Friday,248.45759999999999,3229.9487999999997
5768923,47,2,2025-06-09,81.31,0.1,1,Ice Cream Tub,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-06-09,9,6,2025,2,Monday,73.179,73.179
5768924,415,2,2025-01-28,108.41,0.04,5,Tissue Box,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-01-28,28,1,2025,1,Tuesday,104.0736,520.3679999999999
5768925,314,2,2025-06-16,146.22,0.18,12,Chicken Breast,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-06-16,16,6,2025,2,Monday,119.9004,1438.8048000000001
5768926,222,2,2025-02-19,266.45,0.27,9,Salmon Fillet,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-02-19,19,2,2025,1,Wednesday,194.5085,1750.5765
5768927,215,2,2025-04-19,108.54,0.1,4,Apples,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-04-19,19,4,2025,2,Saturday,97.686,390.744
5768928,38,2,2025-07-18,142.16,0.1,1,Aluminium Foil,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-07-18,18,7,2025,3,Friday,127.944,127.944
5768929,240,2,2025-02-06,256.35,0.39,11,Mixed Vegetables,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-02-06,6,2,2025,1,Thursday,156.3735,1720.1085
5768930,486,2,2025-06-29,75.84,0.08,10,Bananas,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-06-29,29,6,2025,2,Sunday,69.7728,697.7280000000001
5768931,40,2,2025-05-20,264.99,0.22,10,Prawns,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-05-20,20,5,2025,2,Tuesday,206.6922,2066.922
5768932,238,2,2025-05-26,97.75,0.02,11,Frozen Pizza,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-05-26,26,5,2025,2,Monday,95.795,1053.7450000000001
5768933,31,2,2025-02-06,35.69,0.35,5,Donuts,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-02-06,6,2,2025,1,Thursday,23.1985,115.99249999999999
5768934,416,2,2025-03-25,82.28,0.1,14,Orange Juice,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-03-25,25,3,2025,1,Tuesday,74.052,1036.728
5768935,416,2,2025-04-10,258.26,0.02,13,Orange Juice,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-04-10,10,4,2025,2,Thursday,253.0948,3290.2324
5768936,228,2,2025-06-01,129.75,0.14,10,Cucumbers,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-06-01,1,6,2025,2,Sunday,111.585,1115.85
5768937,416,2,2025-06-06,214.11,0.22,4,Orange Juice,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-06-06,6,6,2025,2,Friday,167.00580000000002,668.0232000000001
5768938,131,2,2025-06-17,274.28,0.33,12,Carrots,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-06-17,17,6,2025,2,Tuesday,183.76759999999996,2205.2111999999997
5768939,212,2,2025-07-18,141.35,0.37,11,Mop,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-07-18,18,7,2025,3,Friday,89.0505,979.5554999999999
5768940,315,2,2025-02-09,114.91,0.15,6,Detergent,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-02-09,9,2,2025,1,Sunday,97.67349999999999,586.0409999999999
5768941,215,2,2025-03-11,44.73,0.39,11,Apples,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-03-11,11,3,2025,1,Tuesday,27.285299999999996,300.13829999999996
5768942,316,2,2025-04-03,151.74,0.35,4,Green Tea,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-04-03,3,4,2025,2,Thursday,98.63100000000001,394.52400000000006
5768943,319,2,2025-04-04,16.38,0.28,1,Pepsi Can,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-04-04,4,4,2025,2,Friday,11.7936,11.7936
5768944,307,2,2025-05-13,161.06,0.2,5,Chocolate Cake,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-05-13,13,5,2025,2,Tuesday,128.848,644.24
5768945,574,2,2025-04-30,196.16,0.26,4,Pita Bread,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-04-30,30,4,2025,2,Wednesday,145.1584,580.6336
5768946,131,2,2025-07-19,103.92,0.34,8,Carrots,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-07-19,19,7,2025,3,Saturday,68.5872,548.6976
5768947,212,2,2025-03-20,68.1,0.07,13,Mop,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-03-20,20,3,2025,1,Thursday,63.33299999999999,823.3289999999998
5768948,316,2,2025-03-25,170.44,0.25,15,Green Tea,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-03-25,25,3,2025,1,Tuesday,127.83,1917.45
5768949,309,2,2025-03-23,138.97,0.23,12,Air Freshener,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-03-23,23,3,2025,1,Sunday,107.0069,1284.0828000000001
5768950,31,2,2025-05-08,46.3,0.17,3,Donuts,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-05-08,8,5,2025,2,Thursday,38.428999999999995,115.28699999999998
5768951,319,2,2025-02-26,251.67,0.04,12,Pepsi Can,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-02-26,26,2,2025,1,Wednesday,241.6032,2899.2383999999997
5768952,237,2,2025-05-15,225.82,0.22,11,French Fries,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-05-15,15,5,2025,2,Thursday,176.1396,1937.5356
5768953,319,2,2025-03-01,271.03,0.08,13,Pepsi Can,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-03-01,1,3,2025,1,Saturday,249.3476,3241.5188
5768954,38,2,2025-03-31,126.42,0.06,15,Aluminium Foil,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-03-31,31,3,2025,1,Monday,118.8348,1782.522
5768955,593,2,2025-03-07,119.38,0.32,13,Red Bull,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-03-07,7,3,2025,1,Friday,81.1784,1055.3192
5768956,212,2,2025-04-13,118.79,0.23,2,Mop,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-04-13,13,4,2025,2,Sunday,91.46830000000001,182.93660000000003
5768957,307,2,2025-05-21,31.26,0.0,5,Chocolate Cake,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-05-21,21,5,2025,2,Wednesday,31.26,156.3
5768958,40,2,2025-02-03,50.65,0.26,2,Prawns,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-02-03,3,2,2025,1,Monday,37.481,74.962
5768959,415,2,2025-07-13,10.58,0.05,12,Tissue Box,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-07-13,13,7,2025,3,Sunday,10.051,120.612
5768960,234,2,2025-03-22,273.55,0.26,1,White Bread,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-03-22,22,3,2025,1,Saturday,202.427,202.427
5768961,416,2,2025-04-06,249.09,0.33,6,Orange Juice,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-04-06,6,4,2025,2,Sunday,166.8903,1001.3417999999999
5768962,486,2,2025-05-14,203.75,0.26,9,Bananas,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-05-14,14,5,2025,2,Wednesday,150.775,1356.9750000000001
5768963,415,2,2025-06-18,92.4,0.19,5,Tissue Box,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-06-18,18,6,2025,2,Wednesday,74.84400000000001,374.22
5768964,240,2,2025-04-11,272.84,0.04,12,Mixed Vegetables,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-04-11,11,4,2025,2,Friday,261.92639999999994,3143.1167999999993
5768965,131,2,2025-02-05,216.38,0.11,2,Carrots,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-02-05,5,2,2025,1,Wednesday,192.5782,385.1564
5768966,222,2,2025-02-18,220.75,0.2,3,Salmon Fillet,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-02-18,18,2,2025,1,Tuesday,176.60000000000002,529.8000000000001
5768967,31,2,2025-02-07,100.77,0.14,14,Donuts,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-02-07,7,2,2025,1,Friday,86.6622,1213.2708
5768968,31,2,2025-07-18,115.31,0.25,14,Donuts,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-07-18,18,7,2025,3,Friday,86.4825,1210.755
5768969,307,2,2025-01-29,288.74,0.1,5,Chocolate Cake,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-01-29,29,1,2025,1,Wednesday,259.86600000000004,1299.3300000000002
5768970,222,2,2025-06-20,27.8,0.15,9,Salmon Fillet,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-06-20,20,6,2025,2,Friday,23.63,212.67
5768971,240,2,2025-03-05,257.91,0.35,10,Mixed Vegetables,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-03-05,5,3,2025,1,Wednesday,167.64150000000004,1676.4150000000004
5768972,314,2,2025-07-12,186.37,0.39,1,Chicken Breast,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-07-12,12,7,2025,3,Saturday,113.6857,113.6857
5768973,215,2,2025-07-05,123.13,0.06,10,Apples,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-07-05,5,7,2025,3,Saturday,115.74219999999998,1157.4219999999998
5768974,240,2,2025-07-20,56.49,0.27,7,Mixed Vegetables,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-07-20,20,7,2025,3,Sunday,41.237700000000004,288.6639
5768975,309,2,2025-05-11,223.19,0.3,6,Air Freshener,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-05-11,11,5,2025,2,Sunday,156.23299999999998,937.3979999999999
5768976,238,2,2025-02-13,116.94,0.25,14,Frozen Pizza,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-02-13,13,2,2025,1,Thursday,87.705,1227.87
5768977,416,2,2025-04-23,56.09,0.36,8,Orange Juice,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-04-23,23,4,2025,2,Wednesday,35.897600000000004,287.18080000000003
5768978,309,2,2025-05-18,61.46,0.27,6,Air Freshener,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-05-18,18,5,2025,2,Sunday,44.8658,269.1948
5768979,315,2,2025-05-29,142.29,0.13,1,Detergent,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-05-29,29,5,2025,2,Thursday,123.7923,123.7923
5768980,319,2,2025-05-12,88.24,0.37,2,Pepsi Can,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-05-12,12,5,2025,2,Monday,55.5912,111.1824
5768981,415,2,2025-07-04,265.48,0.08,10,Tissue Box,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-07-04,4,7,2025,3,Friday,244.24160000000003,2442.416
5768982,47,2,2025-01-30,247.31,0.12,14,Ice Cream Tub,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-01-30,30,1,2025,1,Thursday,217.6328,3046.8592
5768983,574,2,2025-05-17,151.63,0.12,9,Pita Bread,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-05-17,17,5,2025,2,Saturday,133.4344,1200.9096000000002
5768984,319,2,2025-04-25,143.6,0.3,11,Pepsi Can,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-04-25,25,4,2025,2,Friday,100.52,1105.72
5768985,316,2,2025-06-26,24.67,0.14,4,Green Tea,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-06-26,26,6,2025,2,Thursday,21.2162,84.8648
5768986,212,2,2025-06-09,126.93,0.32,2,Mop,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-06-09,9,6,2025,2,Monday,86.3124,172.6248
5768987,215,2,2025-03-28,89.06,0.05,3,Apples,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-03-28,28,3,2025,1,Friday,84.607,253.821
5768988,141,2,2025-06-28,135.78,0.16,14,Lamb Chops,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-06-28,28,6,2025,2,Saturday,114.0552,1596.7728
5768989,31,2,2025-06-12,39.78,0.09,12,Donuts,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-06-12,12,6,2025,2,Thursday,36.1998,434.3976
5768990,239,2,2025-05-19,110.58,0.1,9,Coca-Cola Bottle,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-05-19,19,5,2025,2,Monday,99.522,895.6980000000001
5768991,415,2,2025-03-31,10.18,0.32,14,Tissue Box,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-03-31,31,3,2025,1,Monday,6.922399999999999,96.91359999999999
5768992,593,2,2025-02-25,123.83,0.37,15,Red Bull,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-02-25,25,2,2025,1,Tuesday,78.0129,1170.1935
5768993,483,2,2025-07-13,197.22,0.16,3,Croissant,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-07-13,13,7,2025,3,Sunday,165.66479999999999,496.9943999999999
5768994,239,2,2025-04-02,50.05,0.31,6,Coca-Cola Bottle,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-04-02,2,4,2025,2,Wednesday,34.534499999999994,207.20699999999997
5768995,237,2,2025-06-02,21.7,0.03,9,French Fries,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-06-02,2,6,2025,2,Monday,21.049,189.441
5768996,40,2,2025-05-14,190.64,0.02,8,Prawns,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-05-14,14,5,2025,2,Wednesday,186.82719999999998,1494.6175999999998
5768997,237,2,2025-07-06,199.79,0.18,9,French Fries,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-07-06,6,7,2025,3,Sunday,163.8278,1474.4502
5768998,319,2,2025-03-29,30.15,0.28,11,Pepsi Can,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-03-29,29,3,2025,1,Saturday,21.708,238.78799999999998
5768999,31,2,2025-05-18,18.69,0.04,10,Donuts,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-05-18,18,5,2025,2,Sunday,17.9424,179.42399999999998
5769000,131,2,2025-07-20,270.75,0.24,3,Carrots,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-07-20,20,7,2025,3,Sunday,205.77,617.3100000000001
5769001,40,2,2025-05-21,207.28,0.04,6,Prawns,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-05-21,21,5,2025,2,Wednesday,198.9888,1193.9328
5769002,234,2,2025-07-08,65.57,0.04,6,White Bread,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-07-08,8,7,2025,3,Tuesday,62.94719999999999,377.68319999999994
5769003,238,2,2025-02-09,100.8,0.22,6,Frozen Pizza,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-02-09,9,2,2025,1,Sunday,78.624,471.74399999999997
5769004,38,2,2025-04-22,248.27,0.22,2,Aluminium Foil,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-04-22,22,4,2025,2,Tuesday,193.65060000000003,387.30120000000005
5769005,133,2,2025-06-14,58.2,0.35,12,Beef Mince,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-06-14,14,6,2025,2,Saturday,37.830000000000005,453.96000000000004
5769006,238,2,2025-07-14,81.35,0.38,9,Frozen Pizza,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-07-14,14,7,2025,3,Monday,50.437,453.933
5769007,307,2,2025-06-09,206.0,0.08,8,Chocolate Cake,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-06-09,9,6,2025,2,Monday,189.52,1516.16
5769008,237,2,2025-05-08,225.65,0.22,9,French Fries,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-05-08,8,5,2025,2,Thursday,176.007,1584.063
5769009,319,2,2025-06-19,78.77,0.12,5,Pepsi Can,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-06-19,19,6,2025,2,Thursday,69.3176,346.58799999999997
5769010,238,2,2025-02-01,69.09,0.11,8,Frozen Pizza,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-02-01,1,2,2025,1,Saturday,61.490100000000005,491.92080000000004
5769011,240,2,2025-06-07,147.6,0.31,5,Mixed Vegetables,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-06-07,7,6,2025,2,Saturday,101.844,509.21999999999997
5769012,215,2,2025-01-24,100.36,0.01,13,Apples,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-01-24,24,1,2025,1,Friday,99.3564,1291.6332
5769013,239,2,2025-02-03,100.13,0.14,15,Coca-Cola Bottle,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-02-03,3,2,2025,1,Monday,86.11179999999999,1291.677
5769014,222,2,2025-07-03,254.28,0.06,1,Salmon Fillet,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-07-03,3,7,2025,3,Thursday,239.02319999999997,239.02319999999997
5769015,316,2,2025-03-21,67.07,0.34,3,Green Tea,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-03-21,21,3,2025,1,Friday,44.26619999999999,132.79859999999996
5769016,239,2,2025-04-21,109.71,0.19,4,Coca-Cola Bottle,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-04-21,21,4,2025,2,Monday,88.8651,355.4604
5769017,315,2,2025-02-22,210.13,0.02,9,Detergent,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-02-22,22,2,2025,1,Saturday,205.9274,1853.3466
5769018,319,2,2025-03-31,237.55,0.3,3,Pepsi Can,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-03-31,31,3,2025,1,Monday,166.285,498.855
5769019,574,2,2025-05-10,126.68,0.14,4,Pita Bread,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-05-10,10,5,2025,2,Saturday,108.9448,435.7792
5769020,212,2,2025-04-16,280.0,0.03,9,Mop,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-04-16,16,4,2025,2,Wednesday,271.59999999999997,2444.3999999999996
5769021,307,2,2025-02-23,188.04,0.37,4,Chocolate Cake,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-02-23,23,2,2025,1,Sunday,118.4652,473.8608
5769022,483,2,2025-02-04,234.3,0.23,5,Croissant,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-02-04,4,2,2025,1,Tuesday,180.411,902.0550000000001
5769023,309,2,2025-01-30,34.64,0.28,7,Air Freshener,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-01-30,30,1,2025,1,Thursday,24.9408,174.5856
5769024,222,2,2025-02-28,7.47,0.03,7,Salmon Fillet,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-02-28,28,2,2025,1,Friday,7.2459,50.7213
5769025,320,2,2025-07-19,112.86,0.35,3,Tomatoes,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-07-19,19,7,2025,3,Saturday,73.35900000000001,220.07700000000003
5769026,239,2,2025-02-04,12.32,0.05,3,Coca-Cola Bottle,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-02-04,4,2,2025,1,Tuesday,11.703999999999999,35.111999999999995
5769027,416,2,2025-02-28,37.27,0.37,2,Orange Juice,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-02-28,28,2,2025,1,Friday,23.480100000000004,46.96020000000001
5769028,483,2,2025-03-26,130.47,0.38,3,Croissant,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-03-26,26,3,2025,1,Wednesday,80.8914,242.6742
5769029,38,2,2025-04-27,246.66,0.24,3,Aluminium Foil,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-04-27,27,4,2025,2,Sunday,187.4616,562.3848
5769030,307,2,2025-04-26,136.25,0.13,11,Chocolate Cake,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-04-26,26,4,2025,2,Saturday,118.5375,1303.9125
5769031,416,2,2025-06-18,28.86,0.33,3,Orange Juice,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-06-18,18,6,2025,2,Wednesday,19.336199999999998,58.008599999999994
5769032,240,2,2025-07-05,141.48,0.12,2,Mixed Vegetables,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-07-05,5,7,2025,3,Saturday,124.5024,249.0048
5769033,315,2,2025-06-29,249.53,0.01,11,Detergent,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-06-29,29,6,2025,2,Sunday,247.0347,2717.3817
5769034,215,2,2025-04-24,253.65,0.28,7,Apples,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-04-24,24,4,2025,2,Thursday,182.628,1278.396
5769035,232,2,2025-04-13,37.18,0.13,2,Chicken Nuggets,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-04-13,13,4,2025,2,Sunday,32.3466,64.6932
5769036,141,2,2025-04-21,192.45,0.18,8,Lamb Chops,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-04-21,21,4,2025,2,Monday,157.809,1262.472
5769037,240,2,2025-03-13,8.71,0.27,14,Mixed Vegetables,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-03-13,13,3,2025,1,Thursday,6.358300000000001,89.01620000000001
5769038,215,2,2025-02-12,86.59,0.35,9,Apples,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-02-12,12,2,2025,1,Wednesday,56.283500000000004,506.55150000000003
5769039,319,2,2025-03-08,253.99,0.21,11,Pepsi Can,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-03-08,8,3,2025,1,Saturday,200.65210000000002,2207.1731
5769040,38,2,2025-06-16,232.94,0.13,11,Aluminium Foil,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-06-16,16,6,2025,2,Monday,202.6578,2229.2358
5769041,483,2,2025-02-08,272.13,0.15,10,Croissant,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-02-08,8,2,2025,1,Saturday,231.3105,2313.105
5769042,240,2,2025-07-06,227.66,0.31,5,Mixed Vegetables,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-07-06,6,7,2025,3,Sunday,157.0854,785.4269999999999
5769043,574,2,2025-02-14,42.54,0.28,13,Pita Bread,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-02-14,14,2,2025,1,Friday,30.6288,398.1744
5769044,314,2,2025-06-16,173.39,0.31,9,Chicken Breast,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-06-16,16,6,2025,2,Monday,119.63909999999998,1076.7518999999998
5769045,238,2,2025-05-04,69.62,0.03,1,Frozen Pizza,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-05-04,4,5,2025,2,Sunday,67.5314,67.5314
5769046,416,2,2025-06-06,107.98,0.4,2,Orange Juice,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-06-06,6,6,2025,2,Friday,64.788,129.576
5769047,237,2,2025-02-18,30.46,0.03,10,French Fries,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-02-18,18,2,2025,1,Tuesday,29.5462,295.462
5769048,237,2,2025-05-22,16.23,0.17,9,French Fries,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-05-22,22,5,2025,2,Thursday,13.4709,121.2381
5769049,319,2,2025-06-08,36.2,0.19,6,Pepsi Can,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-06-08,8,6,2025,2,Sunday,29.322000000000003,175.93200000000002
5769050,483,2,2025-05-22,86.24,0.1,11,Croissant,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-05-22,22,5,2025,2,Thursday,77.616,853.776
5769051,40,2,2025-02-12,266.75,0.1,9,Prawns,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-02-12,12,2,2025,1,Wednesday,240.07500000000002,2160.675
5769052,239,2,2025-07-24,174.51,0.06,14,Coca-Cola Bottle,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-07-24,24,7,2025,3,Thursday,164.03939999999997,2296.5516
5769053,47,2,2025-06-09,143.84,0.27,10,Ice Cream Tub,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-06-09,9,6,2025,2,Monday,105.0032,1050.0320000000002
5769054,40,2,2025-02-26,148.26,0.12,14,Prawns,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-02-26,26,2,2025,1,Wednesday,130.4688,1826.5631999999998
5769055,486,2,2025-07-06,175.83,0.2,14,Bananas,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-07-06,6,7,2025,3,Sunday,140.66400000000002,1969.2960000000003
5769056,316,2,2025-04-03,244.88,0.02,5,Green Tea,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-04-03,3,4,2025,2,Thursday,239.98239999999998,1199.9119999999998
5769057,133,2,2025-07-24,144.34,0.1,10,Beef Mince,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-07-24,24,7,2025,3,Thursday,129.906,1299.06
5769058,234,2,2025-01-30,141.34,0.09,12,White Bread,Bakery,Lulu Hypermarket Al Khor,Qatar,2025-01-30,30,1,2025,1,Thursday,128.6194,1543.4328
5769059,316,2,2025-05-14,190.34,0.26,10,Green Tea,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-05-14,14,5,2025,2,Wednesday,140.8516,1408.5159999999998
5769060,141,2,2025-05-12,299.02,0.36,5,Lamb Chops,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-05-12,12,5,2025,2,Monday,191.37279999999998,956.8639999999999
5769061,240,2,2025-04-27,38.1,0.14,11,Mixed Vegetables,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-04-27,27,4,2025,2,Sunday,32.766,360.426
5769062,309,2,2025-06-01,26.82,0.39,12,Air Freshener,Home Essentials,Lulu Hypermarket Al Khor,Qatar,2025-06-01,1,6,2025,2,Sunday,16.3602,196.3224
5769063,593,2,2025-02-08,173.7,0.25,9,Red Bull,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-02-08,8,2,2025,1,Saturday,130.27499999999998,1172.475
5769064,238,2,2025-02-15,58.32,0.19,3,Frozen Pizza,Frozen Foods,Lulu Hypermarket Al Khor,Qatar,2025-02-15,15,2,2025,1,Saturday,47.239200000000004,141.7176
5769065,316,2,2025-03-26,270.47,0.15,5,Green Tea,Beverages,Lulu Hypermarket Al Khor,Qatar,2025-03-26,26,3,2025,1,Wednesday,229.89950000000002,1149.4975000000002
5769066,141,2,2025-05-18,151.22,0.28,12,Lamb Chops,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-05-18,18,5,2025,2,Sunday,108.8784,1306.5408
5769067,133,2,2025-03-13,164.61,0.1,3,Beef Mince,Meat & Seafood,Lulu Hypermarket Al Khor,Qatar,2025-03-13,13,3,2025,1,Thursday,148.14900000000003,444.4470000000001
5769068,215,2,2025-03-26,193.32,0.2,12,Apples,Fresh Produce,Lulu Hypermarket Al Khor,Qatar,2025-03-26,26,3,2025,1,Wednesday,154.656,1855.872
